,rurality,s1 score,s2 score,s3 score,uw gamsat,w gamsat,offer uni,offer uni gpa,offer uni gamsat,offer uni place type,offer uni preference,interviewed?,interview uni,interview uni gpa,interview uni gamsat,places selected,interview uni preference,deakin bonus,anu bonus,mq bonus (gpa),casper quartile,uq rmp tier,gemsas over other?,interview opinion,notes,year,interview prep hours,other rejections,marker,interview opinion discrete,interview prep hours discrete
0,Non-Rural,66,74,69,69.66666667,69.5,Deakin University,5.693,69.5,CSP,4.0,No,The University of Wollongong,5.5,69.5,"['CSP', 'BMP', 'FFP']",1.0,2,2,0,4th,Tier 3,Yes,Very well,"
",2022,,,CSP,5,
1,Non-Rural,57,66,99,74.0,80.25,Deakin University,6.56,80.25,CSP,1.0,Yes,,,,,,0,0,0,,Tier 3,Yes,Unsure,"
",2022,,,CSP,3,
2,Non-Rural,74,83,80,79.0,79.25,,,,,,,The University of Notre Dame Sydney,5.383,79.0,"['CSP', 'BMP', 'FFP']",5.0,2,2,0,,,,Well,"
",2022,,,"['CSP', 'BMP', 'FFP']",4,
3,Non-Rural,62,68,74,68.0,69.5,,,,,,,Australian National University,6.85,69.5,"['CSP', 'BMP']",1.0,2,2,0,,,,Poorly,"
",2022,,,"['CSP', 'BMP']",2,
4,Non-Rural,79,76,76,77.0,76.75,,,,,,,The University of Melbourne,6.1,77.0,"['CSP', 'BMP']",5.0,0,0,0,,,,Well,"
",2022,,,"['CSP', 'BMP']",4,
5,Non-Rural,74,74,69,72.33333333,71.5,,,,,,,The University of Queensland (Metro),7.0,72.33333333,"['CSP', 'BMP']",1.0,0,2,0,,,,Unsure,"
",2022,,,"['CSP', 'BMP']",3,
6,Non-Rural,64,69,91,74.66666667,78.75,,,,,,,The University of Queensland (Metro),6.42,74.66666667,['CSP'],2.0,0,0,0,,,,Unsure,"
",2022,,,['CSP'],3,
7,Non-Rural,67,75,74,72.0,72.5,Deakin University,6.385,72.5,CSP,2.0,Yes,,,,,,6,0,0,,,No,Well,"
",2022,,,CSP,4,
8,Non-Rural,82,72,71,75.0,74.0,,,,,,,Deakin University,6.99,74.0,"['CSP', 'BMP']",1.0,2,2,0,,,,Unsure,"
",2022,,,"['CSP', 'BMP']",3,
9,Non-Rural,64,81,72,72.33333333,72.25,,,,,,,The University of Notre Dame Sydney,7.0,72.33333333,"['CSP', 'BMP']",1.0,0,0,0,,,,Well,"felt like i had a good portfolio
",2022,,,"['CSP', 'BMP']",4,
10,Non-Rural,64,66,65,65.0,65.0,,,,,,,Griffith University,6.743,65.0,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,,,,Unsure,"
",2022,,,"['CSP', 'BMP', 'FFP']",3,
11,Non-Rural,65,79,62,68.66666667,67.0,,,,,,,The University of Melbourne,6.963,68.66666667,"['CSP', 'BMP']",4.0,0,0,0,,,,Well,"
",2022,,,"['CSP', 'BMP']",4,
12,Rural,72,64,63,66.33333333,65.5,Deakin University,6.92,65.5,CSP,1.0,Yes,,,,,,8,0,0,,,No,Well,"
",2022,,,CSP,4,
13,Rural,68,76,62,68.66666667,67.0,The University of Queensland (RMP),5.9,68.66666667,CSP,1.0,Yes,,,,,,6,0,3,4th,Tier 2,Yes,Well,"
",2022,,,CSP,4,
14,Non-Rural,65,60,85,70.0,73.75,Deakin University,6.95,73.75,BMP,3.0,No,Australian National University,6.95,73.75,"['CSP', 'BMP']",1.0,0,0,0,,,No,Unsure,"
",2022,,,BMP,3,
15,Non-Rural,65,81,65,70.33333333,69.0,Griffith University,6.885,69.0,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Well,"
",2022,,,CSP,4,
16,Non-Rural,60,67,70,65.66666667,66.75,,,,,,,The University of Western Australia,7.0,66.75,['CSP'],4.0,0,0,0,,,,Well,"
",2022,,,['CSP'],4,
17,Non-Rural,60,74,72,68.66666667,69.5,Deakin University,6.917,69.5,CSP,4.0,Yes,,,,,,2,0,0,,,Unsure,Well,"
",2022,,,CSP,4,
18,Non-Rural,64,73,74,70.33333333,71.25,Deakin University,6.578,71.25,CSP,3.0,No,The University of Queensland (Metro),7.0,70.33333333,"['CSP', 'BMP', 'FFP']",2.0,4,0,0,,Tier 3,Unsure,Very well,"
",2022,,,CSP,5,
19,Rural,66,62,63,63.66666667,63.5,The University of Queensland (RMP),6.47,63.66666667,BMP,1.0,Yes,,,,,,2,0,0,4th,Tier 2,Yes,Unsure,"uq rural pathway
",2022,,,BMP,3,
20,Rural,55,71,66,64.0,64.5,Deakin University,6.35,64.5,BMP,1.0,Yes,,,,,,10,2,0,,,Unsure,Very poorly,"rts tier 1 applicant
",2022,,,BMP,1,
21,Non-Rural,58,71,77,68.66666667,70.75,Griffith University,6.57,70.75,CSP,5.0,Yes,,,,,,0,0,0,,,Yes,Very well,"
",2022,,,CSP,5,
22,Non-Rural,64,73,85,74.0,76.75,,,,,,,The University of Melbourne,7.0,74.0,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,,,,Unsure,"
",2022,,,"['CSP', 'BMP', 'FFP']",3,
23,Non-Rural,63,82,58,67.66666667,65.25,,,,,,,The University of Notre Dame Fremantle,6.708,67.66666667,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,,,,Well,"strong portfolio, wa resident, health professional
",2022,,,"['CSP', 'BMP', 'FFP']",4,
24,Non-Rural,60,72,77,69.66666667,71.5,,,,,,,Griffith University,6.864,71.5,"['CSP', 'BMP']",2.0,2,0,0,,,,Unsure,"
",2022,,,"['CSP', 'BMP']",3,
25,Non-Rural,54,63,100,72.33333333,79.25,,,,,,,The University of Melbourne,6.78,72.33333333,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,,,,Unsure,"
",2022,,,"['CSP', 'BMP', 'FFP']",3,
26,Non-Rural,62,70,66,66.0,66.0,,,,,,,The University of Notre Dame Sydney,6.75,66.0,"['CSP', 'BMP', 'FFP']",1.0,2,2,0,,Tier 3,,Unsure,"
",2022,,,"['CSP', 'BMP', 'FFP']",3,
27,Non-Rural,66,79,70,71.66666667,71.25,,,,,,,The University of Melbourne,6.85,71.66666667,"['CSP', 'BMP']",1.0,0,0,0,1st,,,Well,"gam
",2022,,,"['CSP', 'BMP']",4,
28,Non-Rural,66,73,81,73.33333333,75.25,Deakin University,6.46,75.25,CSP,1.0,Yes,,,,,,4,2,0,,,Yes,Unsure,"moderately strong portfolio
",2022,,,CSP,3,
29,Rural,59,62,53,58.0,56.75,,,,,,,Griffith University,6.1,56.75,"['CSP', 'BMP', 'FFP']",1.0,2,0,0,,,,Unsure,"
",2022,,,"['CSP', 'BMP', 'FFP']",3,
30,Non-Rural,67,72,76,71.66666667,72.75,,,,,,,The University of Western Australia,6.54,72.75,"['CSP', 'BMP']",4.0,2,0,0,,,,Unsure,"gam
",2022,,,"['CSP', 'BMP']",3,
31,Rural,54,67,73,64.66666667,66.75,,,,,,,The University of Queensland (Metro),7.0,64.66666667,"['CSP', 'BMP']",1.0,0,2,0,1st,Tier 2,,Unsure,"not sure what rmp tier but i was interviewed for rmp and greater brisbane pathway (edit- as rural, likely t2 -luke)
",2022,,,"['CSP', 'BMP']",3,
32,Non-Rural,71,78,66,71.66666667,70.25,Griffith University,6.79,70.25,CSP,5.0,No,The University of Queensland (Metro),7.0,71.66666667,['CSP'],4.0,2,2,0,4th,Tier 3,Unsure,Unsure,"
",2022,,,CSP,3,
33,Non-Rural,65,76,77,72.66666667,73.75,Griffith University,6.75,73.75,CSP,2.0,No,The University of Queensland (Metro),7.0,72.66666667,"['CSP', 'BMP']",1.0,0,2,0,,,Yes,Well,"
",2022,,,CSP,4,
34,Non-Rural,73,70,67,70.0,69.25,,,,,,,The University of Queensland (Metro),6.857,70.0,['CSP'],1.0,0,0,0,,,,Very well,"only applied to metro
",2022,,,['CSP'],5,
35,Rural,63,66,60,63.0,62.25,The University of Wollongong,5.5,62.25,CSP,1.0,Yes,,,,,,0,0,0,3rd,,Unsure,Well,"
",2022,,,CSP,4,
36,Non-Rural,63,82,67,70.66666667,69.75,Deakin University,6.67,69.75,CSP,1.0,Yes,,,,,,6,0,0,3rd,,Yes,Well,"
",2022,,,CSP,4,
37,Rural,60,66,61,62.33333333,62.0,Deakin University,6.28,62.0,BMP,1.0,Yes,,,,,,10,0,0,,,No,Well,"
",2022,,,BMP,4,
38,Non-Rural,68,75,84,75.66666667,77.75,,,,,,,Australian National University,6.35,77.75,"['CSP', 'BMP', 'FFP']",2.0,0,2,0,,,,Well,"
",2022,,,"['CSP', 'BMP', 'FFP']",4,
39,Non-Rural,67,63,91,73.66666667,78.0,,,,,,,The University of Queensland (Metro),6.83,73.66666667,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,,,,Unsure,"
",2022,,,"['CSP', 'BMP', 'FFP']",3,
40,Rural,71,78,57,68.66666667,65.75,The University of Queensland (RMP),5.9,68.66666667,CSP,1.0,Yes,,,,,,0,0,0,2nd,Tier 2,Unsure,Very well,"
",2022,,,CSP,5,
41,Rural,62,72,61,65.0,64.0,Deakin University,6.84,64.0,CSP,1.0,Yes,,,,,,8,0,0,,,Yes,Well,"
",2022,,,CSP,4,
42,Non-Rural,68,70,73,70.33333333,71.0,,,,,,,The University of Melbourne,6.9,70.33333333,"['CSP', 'BMP', 'FFP']",1.0,0,2,0,,,,Well,"90 wam from unsw, 1st class hons
",2022,,,"['CSP', 'BMP', 'FFP']",4,
43,Non-Rural,66,75,73,71.33333333,71.75,The University of Notre Dame Sydney,6.87,71.33333333,FFP,1.0,Yes,,,,,,0,0,3,3rd,,Yes,Unsure,"average/above average portfolio.
",2022,,,FFP,3,
44,Non-Rural,59,59,75,64.33333333,67.0,Griffith University,7.0,67.0,CSP,4.0,No,The University of Queensland (Metro),7.0,64.33333333,"['CSP', 'BMP']",3.0,0,0,0,,Tier 3,Unsure,Poorly,"
",2022,,,CSP,2,
45,Non-Rural,60,66,71,65.66666667,67.0,,,,,,,The University of Notre Dame Sydney,6.65,65.66666667,['CSP'],5.0,0,0,0,,,,Very well,"thought i had a strong portfolio, and personal statement, with relevant and good experience in all categories
",2022,,,['CSP'],5,
46,Non-Rural,69,61,65,65.0,65.0,,,,,,,The University of Notre Dame Sydney,5.9,65.0,"['CSP', 'BMP', 'FFP']",5.0,0,0,0,,,,Unsure,"
",2022,,,"['CSP', 'BMP', 'FFP']",3,
47,Non-Rural,70,69,87,75.33333333,78.25,,,,,,,The University of Melbourne,6.9,75.33333333,"['CSP', 'BMP']",1.0,0,0,0,,,,Poorly,"
",2022,,,"['CSP', 'BMP']",2,
48,Non-Rural,64,60,92,72.0,77.0,,,,,,,The University of Queensland (Metro),6.583,72.0,"['CSP', 'BMP']",2.0,0,0,0,,Tier 3,,Unsure,"
",2022,,,"['CSP', 'BMP']",3,
49,Rural,60,62,74,65.33333333,67.5,Griffith University,6.0,67.5,BMP,1.0,Yes,,,,,,0,0,0,,,Yes,Well,"
",2022,,,BMP,4,
50,Non-Rural,56,67,68,63.66666667,64.75,,,,,,,The University of Queensland (Metro),7.0,63.66666667,"['CSP', 'BMP', 'FFP']",2.0,4,2,0,1st,Tier 3,,Well,"
",2022,,,"['CSP', 'BMP', 'FFP']",4,
51,Non-Rural,65,70,63,66.0,65.25,,,,,,,The University of Notre Dame Sydney,6.8,66.0,['CSP'],1.0,0,0,0,1st,Tier 3,,Unsure,"
",2022,,,['CSP'],3,
52,Non-Rural,71,71,71,71.0,71.0,,,,,,,The University of Notre Dame Sydney,6.87,71.0,"['CSP', 'BMP']",1.0,0,0,0,2nd,,,Unsure,"
",2022,,,"['CSP', 'BMP']",3,
53,Rural,67,73,60,66.66666667,65.0,The University of Notre Dame Sydney,6.766,66.66666667,BMP,1.0,Yes,,,,,,0,0,0,2nd,,Yes,Unsure,"
",2022,,,BMP,3,
54,Rural,56,58,62,58.66666667,59.5,Griffith University,6.313,59.5,CSP,1.0,Yes,,,,,,10,0,0,1st,,Yes,Well,"
",2022,,,CSP,4,
55,Non-Rural,66,72,69,69.0,69.0,,,,,,,The University of Queensland (Metro),7.0,69.0,['CSP'],1.0,0,0,0,,,,Very well,"
",2022,,,['CSP'],5,
56,Non-Rural,60,70,59,63.0,62.0,The University of Notre Dame Sydney,6.59,63.0,FFP,1.0,Yes,,,,,,0,0,0,1st,,No,Poorly,"relatively strong portfolio ?
",2022,,,FFP,2,
57,Non-Rural,72,81,57,70.0,66.75,The University of Wollongong,5.5,66.75,CSP,4.0,Yes,,,,,,0,0,0,1st,,Yes,Well,"above average portfolio with lots of volunteering for museums and the homeless.
",2022,,,CSP,4,
58,Rural,64,74,66,68.0,67.5,The University of Notre Dame Fremantle,7.0,68.0,CSP,1.0,Yes,,,,,,10,0,0,,,Yes,Poorly,"above average portfolio, publications and volunteering etc
",2022,,,CSP,2,
59,Rural,58,70,60,62.66666667,62.0,Deakin University,6.45,62.0,CSP,1.0,Yes,,,,,,14,0,0,,,Yes,Unsure,"rural stream deakin tier 1
",2022,,,CSP,3,
60,Non-Rural,62,76,95,77.66666667,82.0,,,,,,,The University of Melbourne,6.8,77.66666667,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,,,,Poorly,"
",2022,,,"['CSP', 'BMP', 'FFP']",2,
61,Rural,55,56,57,56.0,56.25,Deakin University,6.9,56.25,CSP,1.0,Yes,,,,,,8,0,3,,,Yes,Very well,"
",2022,,,CSP,5,
62,Rural,60,60,65,61.66666667,62.5,Griffith University,6.2,62.5,BMP,1.0,Yes,,,,,,0,0,0,,,Yes,Unsure,"
",2022,,,BMP,3,
63,Non-Rural,67,69,69,68.33333333,68.5,Griffith University,6.913,68.5,CSP,2.0,No,The University of Queensland (Metro),6.875,68.33333333,"['CSP', 'BMP']",1.0,0,0,0,1st,,Yes,Unsure,"
",2022,,,CSP,3,
64,Non-Rural,62,68,72,67.33333333,68.5,Macquarie University,6.98,68.5,FFP,1.0,Yes,,,,,,2,0,0,,,Yes,Well,"
",2022,,,FFP,4,
65,Non-Rural,62,74,67,67.66666667,67.5,The University of Notre Dame Sydney,6.64,67.66666667,FFP,1.0,Yes,,,,,,0,0,0,1st,,Yes,Unsure,"
",2022,,,FFP,3,
66,Non-Rural,50,63,80,64.33333333,68.25,,,,,,,The University of Western Australia,6.96,68.25,['CSP'],3.0,0,0,0,,,,Very poorly,"
",2022,,,['CSP'],1,
67,Non-Rural,64,63,74,67.0,68.75,,,,,,,The University of Notre Dame Sydney,6.1,67.0,"['CSP', 'BMP', 'FFP']",1.0,0,2,0,4th,,,Well,"strong port
",2022,,,"['CSP', 'BMP', 'FFP']",4,
68,Non-Rural,64,76,69,69.66666667,69.5,,,,,,,The University of Melbourne,7.0,69.66666667,['CSP'],1.0,0,0,0,,,,Unsure,"
",2022,,,['CSP'],3,
69,Non-Rural,60,68,76,68.0,70.0,,,,,,,The University of Notre Dame Fremantle,6.94,68.0,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,,,,Unsure,"thought i had a strong portfolio
",2022,,,"['CSP', 'BMP', 'FFP']",3,
70,Non-Rural,75,76,72,74.33333333,73.75,Griffith University,6.781,73.75,CSP,2.0,No,The University of Queensland (Metro),7.0,74.33333333,"['CSP', 'BMP']",1.0,0,2,0,,,Unsure,Unsure,"
",2022,,,CSP,3,
71,Non-Rural,69,90,84,81.0,81.75,The University of Notre Dame Fremantle,6.98,81.0,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Well,"wa resident, i think quite strong- variety + long commitment to various activities.
",2022,,,CSP,4,
72,Non-Rural,60,77,65,67.33333333,66.75,,,,,,,The University of Wollongong,5.5,66.75,"['CSP', 'BMP', 'FFP']",6.0,2,0,0,2nd,,,Poorly,"diverse experiences in portfolio so maybe relatively strong?
",2022,,,"['CSP', 'BMP', 'FFP']",2,
73,Rural,57,69,58,61.33333333,60.5,The University of Wollongong,5.5,60.5,CSP,1.0,Yes,,,,,,8,0,0,3rd,,Yes,Well,"strong portfolio, rich rural experiences
",2022,,,CSP,4,
74,Non-Rural,65,67,59,63.66666667,62.5,,,,,,,The University of Notre Dame Fremantle,6.875,63.66666667,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,,,,Well,"wa resident
",2022,,,"['CSP', 'BMP', 'FFP']",4,
75,Non-Rural,74,71,68,71.0,70.25,The University of Notre Dame Sydney,5.875,71.0,CSP,2.0,No,The University of Wollongong,5.5,70.25,"['CSP', 'BMP', 'FFP']",1.0,2,0,0,3rd,,Yes,Well,"strong portfolio
",2022,,,CSP,4,
76,Non-Rural,66,75,73,71.33333333,71.75,,,,,,,The University of Melbourne,6.96,71.33333333,"['CSP', 'BMP']",1.0,6,0,0,,,,Unsure,"
",2022,,,"['CSP', 'BMP']",3,
77,Non-Rural,60,63,78,67.0,69.75,,,,,,,The University of Wollongong,5.5,69.75,"['CSP', 'BMP']",5.0,0,0,0,3rd,,,Unsure,"
",2022,,,"['CSP', 'BMP']",3,
78,Non-Rural,62,84,53,66.33333333,63.0,The University of Wollongong,5.5,63.0,CSP,2.0,No,The University of Notre Dame Sydney,6.781,66.33333333,"['CSP', 'BMP']",1.0,0,0,0,1st,,Yes,Well,"strong portfolio
",2022,,,CSP,4,
79,Non-Rural,59,77,80,72.0,74.0,Deakin University,6.95,74.0,CSP,2.0,No,The University of Melbourne,6.95,72.0,"['CSP', 'BMP']",1.0,4,0,0,,,Unsure,Poorly,"
",2022,,,CSP,2,
80,Rural,59,66,69,64.66666667,65.75,Deakin University,6.18,65.75,CSP,1.0,Yes,,,,,,12,0,3,,,Yes,Well,"
",2022,,,CSP,4,
81,Non-Rural,74,72,86,77.33333333,79.5,,,,,,,The University of Queensland (Metro),7.0,77.33333333,"['CSP', 'BMP']",1.0,2,0,0,,,,Very well,"
",2022,,,"['CSP', 'BMP']",5,
82,Rural,63,62,64,63.0,63.25,Deakin University,7.0,63.25,CSP,1.0,Yes,,,,,,8,0,0,,,Yes,Well,"
",2022,,,CSP,4,
83,Non-Rural,68,74,88,76.66666667,79.5,The University of Melbourne,6.917,76.66666667,BMP,1.0,Yes,,,,,,2,0,0,,,Yes,Poorly,"
",2022,,,BMP,2,
84,Rural,64,58,53,58.33333333,57.0,The University of Wollongong,5.5,57.0,CSP,2.0,No,Australian National University,6.05,57.0,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,2nd,,Yes,Poorly,"strength of portfolio (average)
",2022,,,CSP,2,
85,Non-Rural,64,70,76,70.0,71.5,,,,,,,The University of Notre Dame Sydney,6.86,70.0,"['CSP', 'BMP']",1.0,2,0,0,1st,,,Well,"
",2022,,,"['CSP', 'BMP']",4,
86,Non-Rural,76,79,63,72.66666667,70.25,,,,,,,The University of Queensland (Metro),7.0,72.66666667,['CSP'],1.0,0,0,0,,,,Very well,"
",2022,,,['CSP'],5,
87,Non-Rural,64,76,62,67.33333333,66.0,,,,,,,The University of Wollongong,5.5,66.0,"['CSP', 'BMP', 'FFP']",1.0,2,0,0,4th,,,Unsure,"
",2022,,,"['CSP', 'BMP', 'FFP']",3,
88,Non-Rural,64,74,72,70.0,70.5,The University of Melbourne,7.0,70.0,BMP,1.0,Yes,,,,,,0,0,0,,,Yes,Unsure,"
",2022,,,BMP,3,
89,Non-Rural,55,73,74,67.33333333,69.0,Macquarie University,6.91,69.0,FFP,2.0,Yes,,,,,,0,0,0,,,Yes,Unsure,"
",2022,,,FFP,3,
90,Non-Rural,75,66,74,71.66666667,72.25,,,,,,,The University of Wollongong,5.5,72.25,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,3rd,,,Poorly,"average portfolio
",2022,,,"['CSP', 'BMP', 'FFP']",2,
91,Non-Rural,64,66,87,72.33333333,76.0,The University of Melbourne,7.0,72.33333333,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Poorly,"
",2022,,,CSP,2,
92,Non-Rural,73,73,74,73.33333333,73.5,,,,,,,The University of Melbourne,6.7,73.33333333,"['CSP', 'BMP']",1.0,0,0,0,,,,Well,"
",2022,,,"['CSP', 'BMP']",4,
93,Non-Rural,59,82,78,73.0,74.25,,,,,,,Australian National University,6.78,74.25,"['CSP', 'BMP']",1.0,0,2,0,,,,Poorly,"
",2022,,,"['CSP', 'BMP']",2,
94,Rural,77,71,67,71.66666667,70.5,The University of Melbourne,6.434,71.66666667,BMP,1.0,Yes,,,,,,4,0,0,1st,,Yes,Well,"
",2022,,,BMP,4,
95,Non-Rural,69,68,83,73.33333333,75.75,The University of Melbourne,6.58,73.33333333,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Unsure,"
",2022,,,CSP,3,
96,Non-Rural,68,73,66,69.0,68.25,Australian National University,6.979,68.25,CSP,1.0,Yes,,,,,,0,2,0,,,Yes,Unsure,"
",2022,,,CSP,3,
97,Non-Rural,58,63,61,60.66666667,60.75,,,,,,,The University of Notre Dame Sydney,6.94,60.66666667,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,3rd,,,Unsure,"strong portfolio
",2022,,,"['CSP', 'BMP', 'FFP']",3,
98,Non-Rural,70,65,77,70.66666667,72.25,The University of Melbourne,7.0,70.66666667,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Well,"
",2022,,,CSP,4,
99,Rural,79,80,74,77.66666667,76.75,Australian National University,6.875,76.75,CSP,1.0,Yes,,,,,,0,2,0,,,Yes,Unsure,"
",2022,,,CSP,3,
100,Non-Rural,70,71,53,64.66666667,61.75,,,,,,,The University of Notre Dame Sydney,6.74,64.66666667,"['CSP', 'BMP', 'FFP']",2.0,6,0,0,3rd,,,Well,"
",2022,,,"['CSP', 'BMP', 'FFP']",4,
101,Rural,68,80,72,73.33333333,73.0,The University of Melbourne,6.007,73.33333333,CSP,1.0,Yes,,,,,,4,0,0,,,No,Well,"
",2022,,,CSP,4,
102,Non-Rural,58,62,66,62.0,63.0,Griffith University,6.5,63.0,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Well,"
",2022,,,CSP,4,
103,Rural,69,56,75,66.66666667,68.75,Griffith University,6.188,68.75,BMP,1.0,Yes,,,,,,0,0,0,,,Yes,Well,"
",2022,,,BMP,4,
104,Non-Rural,58,72,70,66.66666667,67.5,,,,,,,The University of Queensland (Metro),7.0,66.66666667,"['CSP', 'BMP']",1.0,0,0,0,1st,,,Unsure,"
",2022,,,"['CSP', 'BMP']",3,
105,Rural,79,71,79,76.33333333,77.0,The University of Melbourne,6.89,76.33333333,BMP,1.0,Yes,,,,,,0,0,0,,,No,Well,"
",2022,,,BMP,4,
106,Rural,61,69,64,64.66666667,64.5,The University of Queensland (RMP),6.619,64.66666667,CSP,1.0,Yes,,,,,,0,0,0,,Tier 1,Yes,Well,"
",2022,,,CSP,4,
107,Non-Rural,59,83,61,67.66666667,66.0,,,,,,,The University of Queensland (Metro),7.0,67.66666667,"['CSP', 'BMP']",2.0,0,2,0,3rd,Tier 3,,Unsure,"
",2022,,,"['CSP', 'BMP']",3,
108,Non-Rural,66,81,63,70.0,68.25,The University of Notre Dame Sydney,6.23,70.0,FFP,1.0,Yes,,,,,,4,0,0,,,Unsure,Unsure,"average portfolio
",2022,,,FFP,3,
109,Non-Rural,69,70,74,71.0,71.75,Griffith University,6.948,71.75,CSP,2.0,No,The University of Queensland (Metro),6.979,71.0,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,3rd,Tier 3,Yes,Well,"tier 3 applicant for uq rmp
",2022,,,CSP,4,
110,Non-Rural,63,78,68,69.66666667,69.25,The University of Notre Dame Sydney,6.53,69.66666667,FFP,2.0,No,The University of Queensland (Metro),7.0,69.66666667,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,1st,Tier 3,Unsure,Well,"strong portfolio
",2022,,,FFP,4,
111,Non-Rural,71,65,95,77.0,81.5,The University of Melbourne,6.693,77.0,CSP,2.0,No,The University of Queensland (Metro),7.0,77.0,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,,,Yes,Very well,"
",2022,,,CSP,5,
112,Rural,70,64,73,69.0,70.0,,,,,,,Griffith University,5.469,70.0,"['CSP', 'BMP', 'FFP']",2.0,0,0,0,,,,Well,"
",2022,,,"['CSP', 'BMP', 'FFP']",4,
113,Rural,72,63,81,72.0,74.25,The University of Wollongong,5.5,74.25,CSP,1.0,Yes,,,,,,10,0,3,2nd,,Yes,Well,"above average portfolio
",2022,,,CSP,4,
114,Rural,56,59,56,57.0,56.75,The University of Queensland (RMP),6.26,57.0,CSP,1.0,Yes,,,,,,8,0,3,,Tier 2,Yes,Very well,"rmp applicant
",2022,,,CSP,5,
115,Non-Rural,64,68,82,71.33333333,74.0,The University of Melbourne,6.888,71.33333333,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Unsure,"
",2022,,,CSP,3,
116,Rural,70,70,58,66.0,64.0,The University of Melbourne,6.65,66.0,BMP,1.0,Yes,,,,,,6,0,0,,,Yes,Unsure,"possibly gam
",2022,,,BMP,3,
117,Non-Rural,66,84,62,70.66666667,68.5,Deakin University,7.0,68.5,CSP,2.0,Yes,,,,,,2,2,0,,,Yes,Unsure,"
",2022,,,CSP,3,
118,Non-Rural,73,86,68,75.66666667,73.75,The University of Melbourne,6.913,75.66666667,CSP,1.0,Yes,,,,,,2,2,0,,,Yes,Unsure,"
",2022,,,CSP,3,
119,Non-Rural,64,80,84,76.0,78.0,The University of Queensland (Metro),6.54,76.0,CSP,3.0,Yes,,,,,,0,0,0,,Tier 3,Yes,Well,"
",2022,,,CSP,4,
120,Non-Rural,61,75,100,78.66666667,84.0,The University of Melbourne,5.838,78.66666667,CSP,1.0,Yes,,,,,,2,0,0,4th,,Yes,Well,"gam
",2022,,,CSP,4,
121,Non-Rural,76,81,60,72.33333333,69.25,The University of Melbourne,6.73,72.33333333,FFP,2.0,Yes,,,,,,0,2,0,,,No,Well,"
",2022,,,FFP,4,
122,Non-Rural,60,60,83,67.66666667,71.5,,,,,,,Griffith University,6.61,71.5,"['CSP', 'BMP', 'FFP']",3.0,0,0,0,,,,Unsure,"
",2022,,,"['CSP', 'BMP', 'FFP']",3,
123,Non-Rural,73,61,78,70.66666667,72.5,The University of Wollongong,5.5,72.5,CSP,1.0,Yes,,,,,,0,0,0,4th,,Yes,Unsure,"
",2022,,,CSP,3,
124,Non-Rural,69,71,70,70.0,70.0,The University of Melbourne,6.97,70.0,BMP,1.0,Yes,,,,,,0,0,0,,,No,Unsure,"
",2022,,,BMP,3,
125,Rural,67,61,61,63.0,62.5,The University of Wollongong,5.5,62.5,CSP,1.0,Yes,,,,,,12,0,0,1st,,Unsure,Poorly,"wa resident
",2022,,,CSP,2,
126,Non-Rural,60,75,79,71.33333333,73.25,,,,,,,Griffith University,6.96,73.25,"['CSP', 'BMP', 'FFP']",1.0,2,0,0,,,,Well,"
",2022,,,"['CSP', 'BMP', 'FFP']",4,
127,Non-Rural,68,72,76,72.0,73.0,The University of Melbourne,6.52,72.0,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Poorly,"said ""fuck "" mid interview after a bad answer
",2022,,,CSP,2,
128,Non-Rural,59,64,78,67.0,69.75,,,,,,,The University of Queensland (Metro),7.0,67.0,"['CSP', 'BMP']",2.0,2,0,0,,Tier 3,,Very poorly,"
",2022,,,"['CSP', 'BMP']",1,
129,Rural,69,79,66,71.33333333,70.0,Deakin University,5.17,70.0,BMP,1.0,Yes,,,,,,10,0,0,,,Unsure,Well,"
",2022,,,BMP,4,
130,Non-Rural,68,73,64,68.33333333,67.25,,,,,,,Deakin University,6.689,67.25,"['CSP', 'BMP', 'FFP']",1.0,6,0,0,,,,Well,"
",2022,,,"['CSP', 'BMP', 'FFP']",4,
131,Rural,51,70,56,59.0,58.25,,,,,,,Deakin University,6.74,58.25,"['CSP', 'BMP', 'FFP']",1.0,10,0,0,,,,Very poorly,"average
",2022,,,"['CSP', 'BMP', 'FFP']",1,
